GPA,Course_Scores,Aptitude_Score,Attendance,Supervisor_Evaluation,Report_Quality,Activity_Log_Frequency,Completion_Time,Feedback_Rating,Performance,Intern_ID,Performance_Score
2.04,4.6,21.1,55.64,10.0,3.22,11,6.97,5.0,Average,INT5135,55.28
2.0,16.9,7.7,3.21,2.0,2.28,6,3.65,1.8,Fair,INT5136,52.12
2.3,9.9,62.0,73.22,0.0,4.1,6,4.16,1.0,Fair,INT5137,49.6
2.67,71.4,40.4,97.56,4.68,6.82,16,1.4,2.87,Good,INT5138,75.87
0.28,4.9,33.1,68.04,0.2,0.44,16,5.19,1.08,Fair,INT5139,45.86
1.92,35.6,63.2,93.87,5.7,4.06,9,6.69,3.28,Good,INT5140,75.31
0.77,67.2,44.3,31.23,4.6,5.49,13,3.97,2.84,Average,INT5141,63.02
2.73,62.8,76.7,80.85,10.0,3.35,11,1.47,5.0,Excellent,INT5142,100.0
2.67,47.1,47.3,80.03,9.12,3.92,16,4.05,4.65,Good,INT5143,70.62
3.23,66.0,37.6,92.99,0.0,5.29,8,5.67,1.0,Average,INT5144,63.12
0.9,56.2,17.6,8.56,4.5,1.47,3,3.92,2.8,Average,INT5145,69.62
2.08,42.1,65.7,59.5,10.0,1.73,11,3.92,5.0,Average,INT5146,68.48
2.94,65.1,23.6,60.98,6.6,4.61,6,4.72,3.64,Good,INT5147,71.23
1.55,42.9,87.5,65.02,9.62,1.54,8,6.23,4.85,Good,INT5148,75.21
3.04,82.1,63.3,57.68,10.0,7.42,19,5.06,5.0,Good,INT5149,74.51
0.79,16.3,14.4,51.85,0.0,2.37,5,1.48,1.0,Fair,INT5150,53.95
3.61,83.3,88.1,76.72,10.0,7.58,15,2.91,5.0,Good,INT5151,84.28
3.6,89.0,70.6,76.43,10.0,5.83,21,2.49,5.0,Excellent,INT5152,94.24
3.28,93.8,64.4,92.2,10.0,8.85,3,6.78,5.0,Good,INT5153,80.77
2.44,49.7,21.0,97.44,1.6,5.88,9,5.73,1.64,Average,INT5154,56.23
1.13,39.3,56.5,76.93,9.05,3.13,7,4.86,4.62,Average,INT5155,60.26
3.51,95.3,70.5,96.5,4.3,9.05,10,3.92,2.72,Excellent,INT5156,90.63
2.23,79.1,55.2,86.26,4.47,5.35,7,2.34,2.79,Good,INT5157,72.77
1.37,72.0,80.5,42.08,10.0,5.2,10,5.74,5.0,Average,INT5158,60.44
1.68,27.1,21.0,96.42,4.58,1.78,4,3.41,2.83,Average,INT5159,65.14
1.48,20.3,30.3,83.37,0.83,0.93,11,1.89,1.33,Good,INT5160,72.25
2.62,10.6,11.1,70.7,1.92,1.34,2,4.9,1.77,Average,INT5161,63.69
1.68,82.2,75.3,5.88,4.8,9.34,9,1.68,2.92,Excellent,INT5162,87.63
3.68,77.1,73.2,70.07,0.0,5.76,16,3.23,1.0,Good,INT5163,72.78
1.73,11.2,44.5,55.71,8.93,4.5,14,4.14,4.57,Average,INT5164,62.44
1.54,76.7,45.4,48.71,0.0,6.1,10,1.93,1.0,Good,INT5165,74.48
0.36,11.8,10.5,91.2,5.6,1.56,17,6.71,3.24,Fair,INT5166,47.76
0.28,14.9,79.7,86.44,4.47,1.56,2,2.43,2.79,Average,INT5167,58.91
0.27,7.9,30.8,61.46,5.95,2.45,4,1.99,3.38,Average,INT5168,61.78
3.73,91.0,87.7,97.83,3.32,9.09,10,2.4,2.33,Excellent,INT5169,87.76
3.81,83.5,43.9,66.83,9.85,5.2,20,6.06,4.94,Average,INT5170,67.88
0.33,28.7,54.9,66.63,3.7,2.14,6,3.42,2.48,Fair,INT5171,49.2
0.26,11.2,16.4,66.83,0.0,0.19,9,3.93,1.0,Fair,INT5172,43.38
3.27,96.7,76.2,5.01,7.0,2.47,13,1.54,3.8,Good,INT5173,82.42
1.63,18.2,67.3,8.73,2.55,1.68,20,1.0,2.02,Good,INT5174,70.5
3.85,82.8,87.5,81.16,7.5,9.59,18,3.87,4.0,Excellent,INT5175,86.92
2.2,72.6,37.6,66.61,6.65,4.98,8,6.27,3.66,Good,INT5176,73.24
2.09,38.8,11.3,99.48,2.77,7.79,4,6.12,2.11,Average,INT5177,60.25
3.12,56.1,68.5,90.4,0.0,8.48,18,1.85,1.0,Good,INT5178,77.49
0.13,50.6,14.8,66.83,2.72,3.0,12,4.06,2.09,Average,INT5179,64.19
0.18,22.9,5.3,86.19,0.0,0.59,10,6.77,1.0,Fair,INT5180,45.29
2.07,44.2,72.2,52.7,0.0,3.45,11,2.9,1.0,Average,INT5181,62.02
1.16,16.7,37.1,36.04,5.75,1.77,9,6.14,3.3,Fair,INT5182,41.27
3.81,71.1,35.9,89.25,9.75,9.78,17,1.98,4.9,Excellent,INT5183,92.39
3.15,64.1,71.4,74.13,9.15,6.19,14,6.6,4.66,Average,INT5184,57.69
0.04,8.5,4.9,48.97,2.0,1.72,2,5.7,1.8,Fair,INT5185,41.04
1.2,64.5,54.5,76.3,6.22,4.08,12,3.92,3.49,Average,INT5186,62.31
2.79,52.5,23.6,83.79,0.0,2.63,7,5.29,1.0,Average,INT5187,58.18
3.61,44.3,50.9,48.03,4.6,8.28,15,3.64,2.84,Good,INT5188,78.43
1.23,25.7,35.3,67.84,4.15,5.1,7,6.58,2.66,Poor,INT5189,38.88
2.11,20.0,76.2,78.57,0.52,6.35,13,2.68,1.21,Good,INT5190,80.14
3.05,86.0,97.3,95.49,7.5,8.1,18,2.75,4.0,Excellent,INT5191,99.37
1.0,10.8,24.7,98.82,0.23,3.77,5,5.69,1.09,Fair,INT5192,49.19
0.71,9.4,5.4,61.36,4.85,2.45,10,5.15,2.94,Fair,INT5193,43.98
1.43,52.9,35.0,26.23,1.92,6.0,8,6.44,1.77,Poor,INT5194,36.0
2.82,29.7,82.7,83.83,2.0,7.94,15,2.03,1.8,Average,INT5195,66.32
1.21,16.9,49.8,70.73,3.28,1.53,12,5.68,2.31,Fair,INT5196,48.95
2.05,62.2,30.4,51.21,10.0,7.79,6,3.92,5.0,Average,INT5197,67.08
3.4,68.8,48.9,67.34,4.12,8.84,17,1.25,2.65,Excellent,INT5198,95.79
1.99,41.0,53.0,90.34,0.0,6.02,13,3.74,1.0,Average,INT5199,64.46
2.22,90.3,43.6,54.27,2.92,7.76,15,2.62,2.17,Good,INT5200,81.58
2.21,84.7,64.8,74.73,8.38,8.87,11,3.18,4.35,Good,INT5201,81.92
2.23,20.1,91.5,66.83,9.23,3.85,10,6.92,4.69,Average,INT5202,57.62
0.27,23.6,80.3,66.83,0.0,2.15,9,4.67,1.0,Average,INT5203,59.1
1.23,17.6,27.0,60.97,1.43,1.25,3,5.26,1.57,Fair,INT5204,45.32
0.07,19.2,6.9,76.3,6.88,1.01,7,6.78,3.75,Fair,INT5205,48.87
0.73,29.5,16.8,50.55,3.5,3.66,11,3.02,2.4,Average,INT5206,56.07
2.33,46.6,58.4,53.5,9.95,3.97,15,5.6,4.98,Good,INT5207,71.43
2.14,62.0,85.4,66.8,5.12,4.54,12,3.3,3.05,Good,INT5208,77.36
0.21,16.0,12.2,83.74,0.0,1.48,11,6.06,1.0,Fair,INT5209,47.01
1.26,16.0,19.0,81.92,2.88,2.57,5,2.2,2.15,Average,INT5210,61.93
2.05,67.6,52.3,69.04,10.0,1.43,7,6.58,5.0,Average,INT5211,64.84
2.62,74.1,30.0,50.36,9.35,8.56,14,2.52,4.74,Good,INT5212,73.68
1.96,16.6,25.5,62.61,10.0,6.94,7,3.45,5.0,Good,INT5213,79.11
0.39,5.7,4.4,61.41,4.58,0.69,7,5.42,2.83,Fair,INT5214,40.99
1.45,37.3,63.8,1.47,4.78,6.35,10,3.32,2.91,Average,INT5215,63.16
3.32,32.1,45.2,66.83,2.9,2.58,10,4.31,2.16,Average,INT5216,64.92
2.58,87.4,87.1,82.35,3.6,5.57,10,3.56,2.44,Good,INT5217,84.92
0.99,92.4,7.3,87.79,0.0,4.18,8,5.68,1.0,Fair,INT5218,48.0
1.82,10.1,19.4,66.08,6.4,8.46,8,2.09,3.56,Average,INT5219,65.27
3.75,78.5,80.1,74.48,6.08,7.81,18,1.03,3.43,Good,INT5220,78.26
3.1,92.7,77.9,97.29,7.5,8.44,15,2.68,4.0,Excellent,INT5221,98.2
2.94,61.1,42.3,72.47,10.0,5.7,9,4.17,5.0,Excellent,INT5222,92.4
3.77,96.4,97.3,66.83,4.93,9.73,21,2.13,2.97,Excellent,INT5223,98.99
3.01,91.1,79.4,90.5,10.0,9.3,15,3.59,5.0,Excellent,INT5224,97.87
0.8,27.8,26.6,79.7,4.05,5.9,14,3.8,2.62,Fair,INT5225,51.12
2.54,56.9,48.7,64.87,0.0,6.55,10,1.0,1.0,Average,INT5226,68.64
0.62,43.2,27.8,73.88,0.97,4.85,8,4.04,1.39,Fair,INT5227,54.86
1.26,38.7,48.1,88.74,1.0,7.49,6,6.21,1.4,Average,INT5228,55.92
3.92,90.5,62.9,66.83,7.5,6.72,9,1.93,4.0,Excellent,INT5229,96.39
2.98,56.2,63.2,74.87,6.42,9.62,7,4.61,3.57,Good,INT5230,82.79
0.59,91.8,71.4,89.78,5.88,6.3,14,4.62,3.35,Average,INT5231,55.09
0.65,39.2,83.6,63.05,1.2,8.61,11,3.14,1.48,Average,INT5232,67.71
1.66,66.4,17.3,56.11,6.68,2.56,9,4.76,3.67,Good,INT5233,70.68
2.79,63.1,78.7,66.83,4.12,8.07,16,3.81,2.65,Average,INT5234,68.16
0.88,25.3,20.6,97.18,3.02,2.48,8,4.48,2.21,Fair,INT5235,53.29
2.95,70.4,62.4,0.84,4.07,8.27,7,1.0,2.63,Good,INT5236,79.99
2.59,5.8,16.1,81.76,5.75,4.02,11,4.86,3.3,Average,INT5237,61.34
1.92,31.4,68.4,81.21,3.28,5.72,11,4.56,2.31,Average,INT5238,64.26
0.82,26.4,62.6,6.82,1.88,6.2,10,1.61,1.75,Average,INT5239,68.98
1.93,16.6,86.6,69.51,0.0,2.46,15,3.67,1.0,Fair,INT5240,53.86
3.63,49.4,37.5,85.35,10.0,6.29,12,6.63,5.0,Good,INT5241,77.23
2.37,54.9,14.4,98.6,2.92,6.47,13,3.32,2.17,Good,INT5242,75.45
1.97,82.8,91.8,58.4,6.72,4.14,5,3.87,3.69,Average,INT5243,64.43
3.23,71.6,65.9,70.52,4.55,6.62,11,3.92,2.82,Good,INT5244,73.64
0.64,7.4,15.3,54.75,5.55,0.58,15,5.48,3.22,Poor,INT5245,39.47
0.15,9.1,28.3,62.12,0.0,2.3,9,4.49,1.0,Fair,INT5246,47.55
3.57,74.9,44.8,68.84,10.0,6.33,13,6.24,5.0,Average,INT5247,65.56
2.16,11.9,47.1,44.69,2.1,3.5,11,5.79,1.84,Fair,INT5248,50.91
3.58,74.3,64.4,61.53,10.0,4.19,15,4.04,5.0,Good,INT5249,76.85
0.47,52.8,51.6,61.38,0.0,2.21,5,3.68,1.0,Average,INT5250,55.63
1.6,24.5,61.0,88.89,4.32,5.87,14,3.2,2.73,Average,INT5251,60.2
2.17,50.8,73.0,98.13,4.68,3.45,5,7.0,2.87,Average,INT5252,56.3
1.23,22.4,37.3,66.18,0.0,1.49,14,5.61,1.0,Fair,INT5253,42.52
3.7,82.6,97.7,84.4,7.08,9.51,10,1.72,3.83,Excellent,INT5254,89.74
1.47,41.7,54.0,62.9,8.4,5.96,12,6.46,4.36,Fair,INT5255,53.87
3.16,59.1,58.5,63.74,8.73,8.11,11,4.13,4.49,Excellent,INT5256,93.0
3.8,78.1,72.8,83.65,10.0,8.34,16,1.23,5.0,Excellent,INT5257,95.68
1.49,4.3,11.0,90.13,1.3,1.09,10,4.56,1.52,Fair,INT5258,54.85
0.92,39.7,55.3,1.72,10.0,3.07,17,3.78,5.0,Good,INT5259,71.74
1.41,65.9,13.8,79.93,8.43,3.85,4,6.3,4.37,Average,INT5260,59.79
3.2,91.0,83.4,53.34,6.2,4.69,11,2.26,3.48,Excellent,INT5261,88.15
2.13,88.9,40.4,24.77,7.5,4.02,10,6.22,4.0,Average,INT5262,69.83
0.85,36.8,22.1,63.12,7.75,7.99,12,4.67,4.1,Average,INT5263,66.04
3.01,86.4,42.4,66.83,2.15,7.69,9,1.17,1.86,Good,INT5264,78.87
1.43,11.7,29.8,85.32,5.88,5.76,8,3.92,3.35,Average,INT5265,61.28
0.65,34.2,40.4,30.27,4.98,4.13,9,4.39,2.99,Fair,INT5266,47.89
1.16,69.8,18.7,78.37,5.82,2.47,8,2.48,3.33,Average,INT5267,67.04
1.5,42.3,4.7,58.52,5.68,2.48,12,4.04,3.27,Good,INT5268,70.71
1.8,58.2,90.6,57.02,1.85,4.09,12,5.84,1.74,Fair,INT5269,41.97
0.78,17.7,59.5,51.45,2.0,4.55,9,2.42,1.8,Average,INT5270,59.28
0.68,35.1,64.4,42.01,2.0,6.24,7,2.23,1.8,Fair,INT5271,53.91
3.2,60.3,95.2,72.04,1.07,7.89,11,2.18,1.43,Good,INT5272,79.64
2.94,35.9,38.9,68.0,3.12,3.85,17,2.33,2.25,Average,INT5273,63.21
1.58,69.8,58.9,82.42,5.02,5.77,14,6.01,3.01,Good,INT5274,71.92
1.56,28.7,65.7,73.51,3.25,2.71,12,3.84,2.3,Average,INT5275,58.61
2.72,32.3,77.7,98.17,0.0,2.79,10,2.72,1.0,Good,INT5276,77.8
0.6,46.5,73.0,46.07,6.08,5.68,17,2.34,3.43,Good,INT5277,72.19
3.24,79.1,86.5,87.01,1.5,6.95,17,3.38,1.6,Excellent,INT5278,86.3
1.03,16.5,6.4,62.86,3.05,1.28,5,6.91,2.22,Fair,INT5279,49.0
3.59,73.8,84.4,75.44,10.0,9.52,7,3.4,5.0,Excellent,INT5280,86.04
0.75,6.3,75.9,77.63,10.0,0.98,15,6.61,5.0,Average,INT5281,67.11
2.56,60.0,85.7,66.46,10.0,7.93,15,3.71,5.0,Good,INT5282,80.12
3.13,51.1,42.0,73.59,10.0,6.24,17,3.92,5.0,Excellent,INT5283,97.01
1.33,22.7,28.2,63.96,8.5,2.25,7,6.59,4.4,Fair,INT5284,54.98
1.62,40.9,85.1,50.3,4.88,3.31,17,3.41,2.95,Average,INT5285,66.4
1.94,52.1,67.0,60.78,9.42,6.68,13,4.94,4.77,Average,INT5286,68.41
2.04,16.8,34.5,85.0,6.45,0.39,2,7.0,3.58,Average,INT5287,60.81
2.54,97.6,83.0,15.63,3.9,8.42,13,1.51,2.56,Excellent,INT5288,96.39
1.85,50.9,74.6,26.4,4.68,7.93,8,1.96,2.87,Good,INT5289,80.48
3.81,94.9,72.6,70.4,10.0,6.8,24,3.92,5.0,Good,INT5290,80.54
1.29,33.7,20.1,51.87,4.68,4.18,7,2.59,2.87,Average,INT5291,56.37
2.65,56.7,87.5,33.58,3.32,4.29,5,1.89,2.33,Excellent,INT5292,88.7
3.56,93.0,88.7,6.8,6.48,8.76,13,1.0,3.59,Excellent,INT5293,95.51
3.79,88.3,95.3,6.69,6.42,7.73,7,1.0,3.57,Excellent,INT5294,86.94
0.69,14.1,42.6,60.29,0.75,7.41,16,5.53,1.3,Fair,INT5295,51.9
3.73,97.7,96.5,62.87,7.35,9.44,17,3.92,3.94,Excellent,INT5296,86.43
2.56,29.2,84.2,90.84,4.0,8.25,14,3.88,2.6,Excellent,INT5297,93.25
0.8,22.0,49.7,60.45,6.18,1.22,5,4.52,3.47,Fair,INT5298,52.65
0.7,64.3,63.2,11.79,4.68,5.3,7,3.12,2.87,Average,INT5299,69.13
3.55,91.1,44.5,9.42,7.92,6.64,13,1.36,4.17,Good,INT5300,78.67
2.0,43.8,47.1,78.06,10.0,5.96,16,5.93,5.0,Good,INT5301,75.86
3.14,96.4,77.2,8.23,2.3,7.37,17,1.39,1.92,Good,INT5302,83.56
2.03,59.8,60.3,94.99,2.0,4.65,19,5.56,1.8,Fair,INT5303,54.79
1.94,5.3,75.8,60.99,7.82,4.59,10,6.83,4.13,Fair,INT5304,51.09
3.24,46.7,66.5,87.07,10.0,7.6,7,4.01,5.0,Good,INT5305,76.4
1.78,42.9,44.5,57.95,4.68,4.55,11,4.26,2.87,Fair,INT5306,46.22
2.02,41.5,64.1,66.83,5.52,5.41,7,3.8,3.21,Good,INT5307,78.93
2.73,90.0,96.3,93.53,8.8,6.43,7,2.84,4.52,Excellent,INT5308,95.21
2.44,50.9,70.1,72.9,3.5,9.12,9,6.53,2.4,Average,INT5309,64.96
0.46,7.6,32.4,55.18,0.0,2.92,4,6.42,1.0,Fair,INT5310,42.65
3.73,56.3,74.2,91.02,9.42,9.54,13,3.45,4.77,Excellent,INT5311,93.75
1.36,48.5,25.6,56.8,4.68,2.34,7,3.92,2.87,Average,INT5312,61.8
0.4,3.1,5.4,85.29,0.0,7.31,6,7.0,1.0,Fair,INT5313,42.64
0.3,26.9,3.8,56.18,0.0,1.23,8,7.0,1.0,Poor,INT5314,38.11
1.42,60.5,40.5,52.41,0.0,6.22,9,4.5,1.0,Average,INT5315,58.18
3.04,68.4,74.1,66.83,10.0,7.57,15,3.55,5.0,Good,INT5316,76.43
1.51,11.1,40.0,56.35,0.0,3.75,7,2.32,1.0,Fair,INT5317,51.78
0.66,27.5,41.7,62.99,0.0,1.63,7,7.0,1.0,Poor,INT5318,34.61
0.67,31.0,45.5,55.18,2.57,3.09,9,2.15,2.03,Good,INT5319,77.7
0.45,16.2,37.9,75.67,3.35,7.02,8,4.19,2.34,Average,INT5320,63.99
2.62,94.3,63.9,53.49,9.82,7.07,13,2.96,4.93,Good,INT5321,76.04
2.44,28.1,55.4,61.17,4.95,6.85,7,2.75,2.98,Good,INT5322,78.54
0.57,5.7,16.5,72.0,2.5,3.94,7,3.04,2.0,Fair,INT5323,52.53
2.93,54.7,74.7,73.7,7.5,7.89,16,6.99,4.0,Good,INT5324,72.72
2.09,51.3,52.4,66.83,0.0,6.32,11,1.76,1.0,Average,INT5325,69.48
3.51,89.8,71.0,85.28,5.02,3.05,10,4.48,3.01,Average,INT5326,65.89
3.76,76.3,62.1,52.36,10.0,7.74,18,1.79,5.0,Good,INT5327,75.96
2.09,24.2,61.6,54.03,3.68,3.1,8,1.46,2.47,Average,INT5328,62.24
2.36,83.8,94.1,53.04,10.0,7.9,22,3.87,5.0,Good,INT5329,83.71
2.37,62.7,23.0,71.16,6.88,8.38,6,4.51,3.75,Average,INT5330,68.45
1.76,27.2,34.2,52.09,0.08,4.8,9,2.55,1.03,Fair,INT5331,46.42
3.57,87.8,80.4,87.3,10.0,8.25,17,2.74,5.0,Excellent,INT5332,90.54
3.08,69.3,71.0,61.15,5.38,9.56,12,1.67,3.15,Good,INT5333,75.37
3.21,88.0,93.5,63.54,9.0,8.87,13,3.24,4.6,Excellent,INT5334,91.56
3.03,57.5,5.0,74.32,4.75,3.1,17,6.48,2.9,Fair,INT5335,51.4
0.88,29.6,59.4,48.31,3.35,1.68,11,6.57,2.34,Average,INT5336,68.18
0.45,63.7,73.2,8.78,0.0,1.42,8,2.67,1.0,Average,INT5337,58.12
1.59,78.6,78.0,85.66,0.18,2.19,9,4.43,1.07,Average,INT5338,59.69
0.17,17.9,14.2,51.9,0.0,5.42,16,6.5,1.0,Fair,INT5339,52.57
2.04,96.5,69.0,0.42,0.0,8.41,11,1.48,1.0,Good,INT5340,73.28
3.47,25.2,28.2,71.11,6.55,2.21,12,5.77,3.62,Average,INT5341,60.66
1.2,23.8,7.4,90.43,3.42,4.11,16,6.76,2.37,Average,INT5342,59.31
0.74,58.8,30.0,69.0,2.22,6.51,4,1.94,1.89,Average,INT5343,64.12
0.58,23.3,6.5,25.53,2.03,0.25,3,1.79,1.81,Average,INT5344,58.33
0.66,33.8,42.5,62.97,6.7,7.37,14,6.93,3.68,Average,INT5345,57.14
3.13,78.3,20.1,64.46,3.35,8.2,9,4.49,2.34,Good,INT5346,79.9
1.32,58.3,26.9,4.71,1.45,7.1,12,1.0,1.58,Good,INT5347,78.09
3.2,95.7,59.1,60.64,5.15,9.04,11,2.21,3.06,Good,INT5348,72.76
0.44,26.4,49.3,34.74,0.0,0.47,6,3.7,1.0,Fair,INT5349,49.22
3.39,19.5,92.7,65.26,1.23,3.14,10,5.02,1.49,Average,INT5350,59.47
0.71,8.7,21.6,83.95,4.12,3.67,11,5.17,2.65,Fair,INT5351,44.76
1.15,44.3,14.6,94.47,0.0,3.3,9,7.0,1.0,Fair,INT5352,54.93
3.25,88.7,66.2,83.73,10.0,9.1,14,3.92,5.0,Good,INT5353,84.21
2.69,78.7,84.8,30.55,6.68,9.28,17,4.59,3.67,Excellent,INT5354,90.82
1.22,27.4,16.9,77.18,5.82,6.41,11,3.92,3.33,Average,INT5355,65.96
1.99,85.1,85.5,53.45,7.15,5.93,8,3.87,3.86,Good,INT5356,70.82
2.89,80.8,46.3,0.48,4.68,5.19,11,2.3,2.87,Good,INT5357,74.91
2.04,62.6,57.4,40.08,7.5,2.34,13,7.0,4.0,Good,INT5358,75.59
0.15,64.9,5.1,66.39,0.0,3.31,8,6.01,1.0,Fair,INT5359,52.94
0.38,44.5,50.8,61.03,4.68,4.16,10,3.98,2.87,Fair,INT5360,52.33
3.21,93.9,40.7,73.31,6.38,6.61,13,4.71,3.55,Good,INT5361,79.42
1.61,57.9,50.7,83.32,0.0,7.32,14,2.65,1.0,Average,INT5362,64.42
1.61,47.1,40.1,69.25,0.0,5.06,8,4.61,1.0,Fair,INT5363,49.38
1.79,42.4,5.9,90.13,2.0,2.69,8,4.75,1.8,Fair,INT5364,52.86
2.63,69.0,70.2,86.93,5.93,9.55,15,4.49,3.37,Good,INT5365,84.29
1.18,28.8,7.5,3.04,2.1,0.94,11,7.0,1.84,Poor,INT5366,32.79
2.15,88.3,47.5,99.26,10.0,8.89,12,4.76,5.0,Good,INT5367,82.41
2.99,79.1,71.9,64.76,4.02,8.61,11,2.92,2.61,Average,INT5368,61.84
0.31,12.5,27.8,82.24,2.05,2.55,4,5.95,1.82,Poor,INT5369,38.68
3.46,88.9,84.1,92.77,4.68,8.13,11,2.07,2.87,Good,INT5370,82.77
2.64,66.7,26.3,9.1,0.0,5.69,5,3.63,1.0,Average,INT5371,61.15
3.52,87.4,59.3,58.11,10.0,6.0,16,3.39,5.0,Good,INT5372,83.83
2.45,78.6,44.2,38.76,8.8,4.97,11,3.18,4.52,Good,INT5373,76.68
0.78,36.2,4.0,79.52,4.38,3.15,7,5.8,2.75,Average,INT5374,58.77
1.48,6.8,17.8,52.78,0.0,0.64,9,3.89,1.0,Fair,INT5375,40.05
3.36,58.7,28.6,99.29,1.55,6.87,11,6.21,1.62,Good,INT5376,76.44
2.74,81.6,73.3,90.0,7.92,4.82,18,4.26,4.17,Good,INT5377,83.55
2.57,87.0,34.4,93.44,4.7,8.48,12,2.76,2.88,Excellent,INT5378,86.39
3.34,79.1,31.9,84.71,5.8,9.06,15,6.26,3.32,Good,INT5379,79.27
1.9,29.7,63.9,59.3,6.0,8.82,5,2.08,3.4,Average,INT5380,57.48
3.51,85.6,85.4,51.55,10.0,7.11,11,2.54,5.0,Excellent,INT5381,87.86
1.85,19.7,9.3,93.23,5.22,2.52,3,3.83,3.09,Average,INT5382,69.34
0.86,5.5,12.8,69.82,4.12,1.83,8,2.64,2.65,Fair,INT5383,50.92
3.35,83.6,84.3,3.98,7.5,9.14,18,1.17,4.0,Excellent,INT5384,88.36
3.85,96.6,75.2,78.08,10.0,8.7,14,4.81,5.0,Excellent,INT5385,86.43
3.53,71.3,58.7,71.04,6.05,8.69,17,4.54,3.42,Good,INT5386,71.42
1.01,61.9,26.7,82.58,1.82,3.15,9,3.3,1.73,Average,INT5387,55.75
1.34,12.9,17.9,74.19,2.03,0.32,8,6.69,1.81,Fair,INT5388,43.35
1.53,39.9,18.4,84.86,6.68,4.33,8,4.36,3.67,Average,INT5389,68.2
3.21,42.9,65.9,66.83,8.48,3.97,13,6.31,4.39,Good,INT5390,80.56
3.28,55.3,54.7,59.78,3.5,5.28,12,1.75,2.4,Average,INT5391,64.16
2.94,25.0,87.9,45.85,3.25,4.49,17,4.02,2.3,Good,INT5392,79.99
0.9,3.2,14.1,49.63,0.42,2.64,9,6.66,1.17,Fair,INT5393,51.6
2.9,30.7,61.6,66.83,3.08,6.09,9,4.42,2.23,Good,INT5394,79.55
3.74,70.9,73.3,7.16,4.2,6.11,18,5.15,2.68,Good,INT5395,77.85
1.58,33.6,42.4,66.83,8.27,9.06,10,3.18,4.31,Average,INT5396,63.92
2.5,52.4,43.6,82.67,3.15,4.54,8,1.27,2.26,Good,INT5397,73.53
3.29,87.8,87.2,70.96,10.0,8.77,27,3.35,5.0,Good,INT5398,82.64
1.44,14.5,57.8,71.97,7.3,6.36,14,3.02,3.92,Good,INT5399,77.79
1.34,74.7,96.1,94.72,10.0,7.83,12,5.87,5.0,Good,INT5400,73.98
3.35,77.1,75.9,8.42,3.73,3.96,11,2.16,2.49,Good,INT5401,75.73
0.4,44.6,45.0,82.24,5.52,1.2,7,3.92,3.21,Fair,INT5402,44.79
0.83,30.2,39.4,52.9,7.5,3.49,3,6.87,4.0,Average,INT5403,57.29
0.64,40.2,25.6,84.79,1.45,6.93,14,2.62,1.58,Average,INT5404,62.55
3.68,75.1,54.3,49.6,10.0,8.57,10,2.59,5.0,Excellent,INT5405,92.23
0.52,23.6,11.0,39.22,4.5,0.91,7,6.79,2.8,Fair,INT5406,42.49
0.29,56.2,37.6,60.98,6.85,2.17,6,3.92,3.74,Average,INT5407,58.56
2.43,62.6,85.6,65.07,2.35,8.66,11,4.12,1.94,Good,INT5408,71.23
0.82,31.7,55.3,71.34,2.68,1.74,6,2.79,2.07,Average,INT5409,66.03
1.19,56.4,38.7,60.59,2.6,3.74,15,3.92,2.04,Average,INT5410,59.31
2.12,50.5,86.0,51.67,2.48,5.35,12,4.8,1.99,Average,INT5411,61.48
3.49,78.8,62.0,70.7,0.57,9.08,12,2.96,1.23,Good,INT5412,74.51
1.85,57.1,31.4,90.86,8.32,5.29,4,5.08,4.33,Good,INT5413,79.97
1.96,59.0,72.7,69.38,5.07,7.98,21,1.14,3.03,Good,INT5414,72.58
3.61,95.3,96.2,3.1,6.42,9.71,12,1.29,3.57,Excellent,INT5415,87.91
2.41,11.8,27.2,60.49,7.02,1.93,12,3.41,3.81,Good,INT5416,79.32
2.55,44.8,7.6,70.83,1.02,1.31,13,3.18,1.41,Fair,INT5417,52.73
2.16,63.3,72.4,96.38,6.0,7.39,12,2.49,3.4,Good,INT5418,76.07
1.68,12.6,69.4,78.32,4.32,7.42,11,3.87,2.73,Average,INT5419,69.28
2.55,19.4,2.5,95.1,1.05,4.99,10,3.34,1.42,Good,INT5420,70.2
3.83,76.3,89.7,95.1,0.73,9.16,16,3.92,1.29,Good,INT5421,78.94
1.95,70.4,30.7,97.21,4.38,3.04,15,2.95,2.75,Excellent,INT5422,88.52
0.43,36.1,40.5,68.74,0.0,2.98,13,6.92,1.0,Fair,INT5423,49.24
2.54,73.2,11.7,50.16,10.0,0.73,14,3.08,5.0,Good,INT5424,71.08
3.52,67.8,60.8,96.7,4.35,9.77,17,3.37,2.74,Excellent,INT5425,97.16
0.87,45.8,54.7,56.87,3.15,6.8,12,4.21,2.26,Average,INT5426,64.3
0.74,30.5,48.5,66.83,3.63,1.45,9,6.89,2.45,Fair,INT5427,49.42
2.07,27.2,25.1,52.77,2.7,0.32,4,2.68,2.08,Fair,INT5428,48.77
1.55,76.1,96.2,66.83,6.15,6.36,14,5.05,3.46,Good,INT5429,70.1
3.19,13.0,25.0,81.04,2.35,7.78,11,4.93,1.94,Fair,INT5430,50.87
1.06,19.1,17.5,37.58,5.65,5.18,13,4.58,3.26,Good,INT5431,72.36
3.59,95.5,76.6,51.28,9.3,9.75,19,1.19,4.72,Excellent,INT5432,91.0
2.9,33.1,31.7,73.82,9.95,3.52,13,5.31,4.98,Average,INT5433,69.63
